1.000000000000000000e+00	-4.800000000000000000e+03	9.216000000000000000e+03	0.000000000000000000e+00	0.000000000000000000e+00
1.100000000000000089e+00	-4.793848648648649032e+03	1.112280812486004470e+04	6.322322322322322385e-01	1.179609472061924355e-03
1.200000000000000178e+00	-4.797586786786786433e+03	1.325771483550304583e+04	7.507507507507507061e-01	1.342721700679658453e-03
1.300000000000000266e+00	-4.786570970970970848e+03	1.548826469248356443e+04	3.730130130130130173e+00	5.108629578219166939e-03
1.400000000000000355e+00	-4.751252852852852811e+03	1.769897268084948519e+04	1.151151151151151186e+00	1.054202092840731200e-02
1.500000000000000444e+00	-4.760949749749749571e+03	2.040079259214184640e+04	1.138338338338338307e+00	8.418840611716153777e-03
1.600000000000000533e+00	-4.682168968968969239e+03	2.245630897019572512e+04	2.695495495495495497e+00	1.679098341584827486e-02
1.700000000000000622e+00	-4.574763163163162972e+03	2.422149853267314029e+04	2.674114114114114216e+01	8.765868435473095355e-02
1.800000000000000711e+00	-4.566118118118118218e+03	2.706886240198323139e+04	3.967167167167167108e+00	8.142589769393458743e-02
1.900000000000000799e+00	-4.433182782782782851e+03	2.846350257429197518e+04	8.733133133133133441e+00	9.608308377710197967e-02
2.000000000000000888e+00	-4.284904504504504075e+03	2.955122427433794655e+04	2.836316316316316488e+01	6.960773661749830588e-02
2.100000000000000977e+00	-4.159827027027026816e+03	3.076742012152085954e+04	2.151151151151151097e+01	4.405906892831147892e-01
2.200000000000001066e+00	-4.104800400400400576e+03	3.295145668307638698e+04	1.103979979979980044e+02	1.294865366456636968e+00
2.300000000000001155e+00	-3.795819819819819713e+03	3.127052555728228981e+04	8.464864864864864558e+00	3.541166412946434305e-01
2.400000000000001243e+00	-3.585206006006006191e+03	3.066381501256412957e+04	1.138234234234234208e+02	1.071152761410058440e+00
2.500000000000001332e+00	-3.384320720720720601e+03	3.014932424334608368e+04	8.925285285285285397e+01	9.276504551542527066e-01
2.600000000000001421e+00	-3.229622822822822855e+03	3.049372893966704214e+04	8.047767767767767566e+01	1.545135173975853871e+00
2.700000000000001510e+00	-3.081905905905905911e+03	3.000734557323129775e+04	1.853973973973974054e+01	2.043779271468850300e+00
2.800000000000001599e+00	-2.804695495495495379e+03	2.731261271906897673e+04	1.518010010010009978e+02	4.735195601172455859e+00
2.900000000000001688e+00	-2.576440840840840792e+03	2.556744116121146726e+04	5.771171171171171466e+01	1.321288981805663232e+00
