0.000000 0.000000 0.000000
0.000000 0.050000 0.000000
0.000000 0.100000 0.000000
0.000000 0.150000 0.000000
0.000000 0.200000 0.000000
0.000000 0.250000 0.000000
0.000000 0.300000 0.000000
0.000000 0.350000 0.000000
0.000000 0.400000 0.000000
0.000000 0.450000 0.000000
0.000000 0.500000 0.000000
0.000000 0.550000 0.000000
0.000000 0.600000 0.000000
0.000000 0.650000 0.000000
0.000000 0.700000 0.000000
0.000000 0.750000 0.000000
0.000000 0.800000 0.000000
0.000000 0.850000 0.000000
0.000000 0.900000 0.000000
0.000000 0.950000 0.000000
0.000000 1.000000 0.000000
0.050000 0.000000 0.000000
0.050000 0.050000 0.000000
0.050000 0.100000 0.000000
0.050000 0.150000 0.000000
0.050000 0.200000 0.000000
0.050000 0.250000 0.000000
0.050000 0.300000 0.000000
0.050000 0.350000 0.000000
0.050000 0.400000 0.000000
0.050000 0.450000 0.000000
0.050000 0.500000 0.000000
0.050000 0.550000 0.000000
0.050000 0.600000 0.000000
0.050000 0.650000 0.000000
0.050000 0.700000 0.000000
0.050000 0.750000 0.000000
0.050000 0.800000 0.000000
0.050000 0.850000 0.000000
0.050000 0.900000 0.000000
0.050000 0.950000 0.000000
0.050000 1.000000 0.000000
0.100000 0.000000 0.000000
0.100000 0.050000 0.000000
0.100000 0.100000 0.000000
0.100000 0.150000 0.000000
0.100000 0.200000 0.000000
0.100000 0.250000 0.000000
0.100000 0.300000 0.000000
0.100000 0.350000 0.000000
0.100000 0.400000 0.000000
0.100000 0.450000 0.000000
0.100000 0.500000 0.000000
0.100000 0.550000 0.000000
0.100000 0.600000 0.000000
0.100000 0.650000 0.000000
0.100000 0.700000 0.000000
0.100000 0.750000 0.000000
0.100000 0.800000 0.000000
0.100000 0.850000 0.000000
0.100000 0.900000 0.000000
0.100000 0.950000 0.000000
0.100000 1.000000 0.000000
0.150000 0.000000 0.000000
0.150000 0.050000 0.000000
0.150000 0.100000 0.000000
0.150000 0.150000 0.000000
0.150000 0.200000 0.000000
0.150000 0.250000 0.000000
0.150000 0.300000 0.000000
0.150000 0.350000 0.000000
0.150000 0.400000 0.000000
0.150000 0.450000 0.000000
0.150000 0.500000 0.000000
0.150000 0.550000 0.000000
0.150000 0.600000 0.000000
0.150000 0.650000 0.000000
0.150000 0.700000 0.000000
0.150000 0.750000 0.000000
0.150000 0.800000 0.000000
0.150000 0.850000 0.000000
0.150000 0.900000 0.000000
0.150000 0.950000 0.000000
0.150000 1.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.050000 0.000000
0.200000 0.100000 0.000000
0.200000 0.150000 0.000000
0.200000 0.200000 0.000000
0.200000 0.250000 0.000000
0.200000 0.300000 0.000000
0.200000 0.350000 0.000000
0.200000 0.400000 0.000000
0.200000 0.450000 0.000000
0.200000 0.500000 0.000000
0.200000 0.550000 0.000000
0.200000 0.600000 0.000000
0.200000 0.650000 0.000000
0.200000 0.700000 0.000000
0.200000 0.750000 0.000000
0.200000 0.800000 0.000000
0.200000 0.850000 0.000000
0.200000 0.900000 0.000000
0.200000 0.950000 0.000000
0.200000 1.000000 0.000000
0.250000 0.000000 0.000000
0.250000 0.050000 0.000000
0.250000 0.100000 0.000000
0.250000 0.150000 0.000000
0.250000 0.200000 0.000000
0.250000 0.250000 0.000000
0.250000 0.300000 0.000000
0.250000 0.350000 0.000000
0.250000 0.400000 0.000068
0.250000 0.450000 0.000000
0.250000 0.500000 0.000028
0.250000 0.550000 0.000056
0.250000 0.600000 0.000408
0.250000 0.650000 0.000632
0.250000 0.700000 0.000828
0.250000 0.750000 0.000236
0.250000 0.800000 0.000760
0.250000 0.850000 0.000664
0.250000 0.900000 0.001260
0.250000 0.950000 0.002152
0.250000 1.000000 0.000892
0.300000 0.000000 0.000000
0.300000 0.050000 0.000000
0.300000 0.100000 0.000000
0.300000 0.150000 0.000000
0.300000 0.200000 0.000000
0.300000 0.250000 0.000000
0.300000 0.300000 0.000304
0.300000 0.350000 0.000444
0.300000 0.400000 0.005312
0.300000 0.450000 0.004932
0.300000 0.500000 0.003316
0.300000 0.550000 0.038736
0.300000 0.600000 0.027540
0.300000 0.650000 0.043360
0.300000 0.700000 0.091248
0.300000 0.750000 0.097316
0.300000 0.800000 0.103088
0.300000 0.850000 0.119288
0.300000 0.900000 0.126700
0.300000 0.950000 0.134848
0.300000 1.000000 0.129844
0.350000 0.000000 0.000000
0.350000 0.050000 0.000000
0.350000 0.100000 0.000000
0.350000 0.150000 0.000000
0.350000 0.200000 0.000056
0.350000 0.250000 0.003636
0.350000 0.300000 0.043588
0.350000 0.350000 0.077872
0.350000 0.400000 0.092812
0.350000 0.450000 0.121396
0.350000 0.500000 0.136128
0.350000 0.550000 0.145464
0.350000 0.600000 0.163884
0.350000 0.650000 0.174652
0.350000 0.700000 0.179108
0.350000 0.750000 0.190908
0.350000 0.800000 0.198248
0.350000 0.850000 0.205988
0.350000 0.900000 0.210764
0.350000 0.950000 0.214004
0.350000 1.000000 0.222448
0.400000 0.000000 0.000000
0.400000 0.050000 0.000000
0.400000 0.100000 0.000000
0.400000 0.150000 0.000220
0.400000 0.200000 0.030600
0.400000 0.250000 0.075068
0.400000 0.300000 0.105744
0.400000 0.350000 0.137268
0.400000 0.400000 0.153020
0.400000 0.450000 0.174824
0.400000 0.500000 0.188928
0.400000 0.550000 0.203728
0.400000 0.600000 0.213324
0.400000 0.650000 0.228024
0.400000 0.700000 0.236352
0.400000 0.750000 0.240468
0.400000 0.800000 0.249716
0.400000 0.850000 0.258680
0.400000 0.900000 0.266820
0.400000 0.950000 0.271044
0.400000 1.000000 0.274336
0.450000 0.000000 0.000000
0.450000 0.050000 0.000000
0.450000 0.100000 0.000000
0.450000 0.150000 0.040564
0.450000 0.200000 0.084092
0.450000 0.250000 0.115624
0.450000 0.300000 0.146068
0.450000 0.350000 0.172824
0.450000 0.400000 0.190792
0.450000 0.450000 0.211416
0.450000 0.500000 0.227848
0.450000 0.550000 0.239696
0.450000 0.600000 0.253164
0.450000 0.650000 0.264640
0.450000 0.700000 0.273292
0.450000 0.750000 0.279056
0.450000 0.800000 0.289384
0.450000 0.850000 0.297672
0.450000 0.900000 0.303404
0.450000 0.950000 0.309028
0.450000 1.000000 0.313156
0.500000 0.000000 0.000000
0.500000 0.050000 0.000000
0.500000 0.100000 0.001160
0.500000 0.150000 0.068772
0.500000 0.200000 0.109424
0.500000 0.250000 0.144068
