0.200000 0.436080 0.001264
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
0.200000 0.000000 0.000000
