6752,1.0
9,1.01
9,1.02
9,1.03
9,1.04
8,1.05
9,1.06
8,1.07
8,1.08
7,1.09
8,1.1
7,1.11
8,1.12
7,1.1300000000000001
7,1.1400000000000001
7,1.1500000000000001
6,1.1600000000000001
7,1.1700000000000002
6,1.1800000000000002
7,1.1900000000000002
6,1.2000000000000002
6,1.2100000000000002
6,1.2200000000000002
6,1.2300000000000002
6,1.2400000000000002
5,1.2500000000000002
6,1.2600000000000002
5,1.2700000000000002
6,1.2800000000000002
5,1.2900000000000003
5,1.3000000000000003
5,1.3100000000000003
5,1.3200000000000003
5,1.3300000000000003
5,1.3400000000000003
4,1.3500000000000003
5,1.3600000000000003
5,1.3700000000000003
4,1.3800000000000003
4,1.3900000000000003
5,1.4000000000000004
4,1.4100000000000004
4,1.4200000000000004
4,1.4300000000000004
4,1.4400000000000004
4,1.4500000000000004
4,1.4600000000000004
4,1.4700000000000004
4,1.4800000000000004
3,1.4900000000000004
4,1.5000000000000004
3,1.5100000000000005
4,1.5200000000000005
3,1.5300000000000005
4,1.5400000000000005
3,1.5500000000000005
3,1.5600000000000005
4,1.5700000000000005
3,1.5800000000000005
3,1.5900000000000005
3,1.6000000000000005
3,1.6100000000000005
3,1.6200000000000006
3,1.6300000000000006
3,1.6400000000000006
2,1.6500000000000006
3,1.6600000000000006
3,1.6700000000000006
3,1.6800000000000006
2,1.6900000000000006
3,1.7000000000000006
2,1.7100000000000006
3,1.7200000000000006
2,1.7300000000000006
3,1.7400000000000007
2,1.7500000000000007
3,1.7600000000000007
2,1.7700000000000007
2,1.7800000000000007
2,1.7900000000000007
3,1.8000000000000007
2,1.8100000000000007
2,1.8200000000000007
2,1.8300000000000007
2,1.8400000000000007
2,1.8500000000000008
2,1.8600000000000008
2,1.8700000000000008
2,1.8800000000000008
2,1.8900000000000008
2,1.9000000000000008
2,1.9100000000000008
1,1.9200000000000008
2,1.9300000000000008
2,1.9400000000000008
2,1.9500000000000008
1,1.9600000000000009
2,1.9700000000000009
2,1.9800000000000009
1,1.9900000000000009
2,2.000000000000001
