# x, y, x vector, y vector
0.000000000000000000e+00 0.000000000000000000e+00 1.613791634787553413e-05 1.613791634787553074e-05
1.000000000000000000e+00 0.000000000000000000e+00 2.426338690524602231e-05 1.623832077665205952e-05
2.000000000000000000e+00 0.000000000000000000e+00 3.245293463265950834e-05 1.637152331085434278e-05
3.000000000000000000e+00 0.000000000000000000e+00 4.072512452170267593e-05 1.653143835286521792e-05
4.000000000000000000e+00 0.000000000000000000e+00 4.909107607575682023e-05 1.670816061592581583e-05
5.000000000000000000e+00 0.000000000000000000e+00 5.756114510004227191e-05 1.689128702515379176e-05
6.000000000000000000e+00 0.000000000000000000e+00 6.613433573757982798e-05 1.706655773187533431e-05
7.000000000000000000e+00 0.000000000000000000e+00 7.480820403592454166e-05 1.721910458870753947e-05
8.000000000000000000e+00 0.000000000000000000e+00 8.356500925375100815e-05 1.733038268330004542e-05
9.000000000000000000e+00 0.000000000000000000e+00 9.238478264836869557e-05 1.738140673382827361e-05
1.000000000000000000e+01 0.000000000000000000e+00 1.012285857643634336e-04 1.735014394459309022e-05
1.100000000000000000e+01 0.000000000000000000e+00 1.100547779826372156e-04 1.721482008355619997e-05
1.200000000000000000e+01 0.000000000000000000e+00 1.187999451573229569e-04 1.695193853918157379e-05
1.300000000000000000e+01 0.000000000000000000e+00 1.273985054254761864e-04 1.653970884388748916e-05
1.400000000000000000e+01 0.000000000000000000e+00 1.357620461606399997e-04 1.595678013721502238e-05
1.500000000000000000e+01 0.000000000000000000e+00 1.438024562785900822e-04 1.518572783795746339e-05
1.600000000000000000e+01 0.000000000000000000e+00 1.514104617486612138e-04 1.421241150894889745e-05
1.700000000000000000e+01 0.000000000000000000e+00 1.584823413804540074e-04 1.302923889061669330e-05
1.800000000000000000e+01 0.000000000000000000e+00 1.648982468745620452e-04 1.163480085019256223e-05
1.900000000000000000e+01 0.000000000000000000e+00 1.705521275166609703e-04 1.003638564457719554e-05
2.000000000000000000e+01 0.000000000000000000e+00 1.753298850474079755e-04 8.249332534349606508e-06
2.100000000000000000e+01 0.000000000000000000e+00 1.791414141284635754e-04 6.298170456194880770e-06
2.200000000000000000e+01 0.000000000000000000e+00 1.818979138918249111e-04 4.215176258066667377e-06
2.300000000000000000e+01 0.000000000000000000e+00 1.835442345870292485e-04 2.039760518363791832e-06
